customer_id,date,customer_gender,customer_age,customer_location,customer_type,has_cc,has_mortgage,convenience,customer_service,online_banking,interest_rates,fees_charges,community_involvement,products_services,privacy_security,reputation,satisfied
291617,2022-02-10,Female,62.0,Munster,Personal,False,True,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,False
11762,2021-11-15,Male,47.0,Munster,Personal,False,True,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,False
97216,2021-03-05,Male,41.0,Leinster,Personal,True,False,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,False
64267,2021-04-01,Unspecified,64.0,Munster,Personal,False,True,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,False
255395,2022-06-13,Male,24.0,Munster,Personal,True,False,2.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,5.0,False
347087,2021-03-20,Male,45.0,Leinster,Business,True,False,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,True
103824,2022-04-27,Female,37.0,Leinster,Personal,True,True,3.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,False
213910,2022-05-13,Female,45.0,Leinster,Business,True,False,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,False
381757,2021-07-22,Female,56.0,Leinster,Personal,True,False,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,False
66109,2021-05-01,Female,32.0,Ulster,Business,True,False,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,False
57835,2021-08-29,Female,64.0,Munster,Personal,True,True,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,False
24438,2022-02-10,Unspecified,72.0,Munster,Personal,True,True,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,False
106110,2021-09-17,Female,69.0,Connacht,Personal,True,True,1.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,False
264711,2022-01-05,Male,29.0,Munster,Personal,True,False,5.0,5.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,True
9695,2022-01-07,Female,32.0,Leinster,Personal,True,False,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,4.0,False
341177,2021-04-02,Female,60.0,Leinster,Personal,True,True,3.0,3.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,False
15270,2022-01-16,Female,34.0,Munster,Personal,True,False,3.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0,False
119992,2021-07-02,Male,57.0,Leinster,Personal,True,False,3.0,3.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,True
27468,2022-08-01,Unspecified,27.0,Ulster,Personal,True,False,1.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,True
260322,2021-08-02,Female,31.0,Leinster,Business,True,False,3.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,False
96922,2021-06-03,Female,49.0,Munster,Business,True,False,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,True
128540,2021-04-16,Male,74.0,Connacht,Personal,True,True,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,False
170374,2022-11-23,Female,53.0,Leinster,Business,True,False,1.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,True
165094,2021-06-27,Male,48.0,Leinster,Business,True,True,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,False
287329,2021-05-09,Male,44.0,Leinster,Personal,True,False,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,True
215186,2022-09-09,Male,41.0,Munster,Personal,True,True,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,False
101167,2022-04-18,Male,70.0,Leinster,Personal,True,True,1.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,False
148721,2021-10-04,Female,45.0,Leinster,Personal,True,False,1.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,False
254813,2021-04-12,Female,71.0,Connacht,Personal,True,False,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,False
334186,2022-10-22,Male,58.0,Munster,Business,True,False,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,True
263630,2022-07-07,Female,49.0,Munster,Business,True,False,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,False
181708,2022-06-02,Unspecified,36.0,Munster,Business-Plus,False,False,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,False
16426,2021-12-13,Male,45.0,Leinster,Personal,True,True,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,False
344265,2021-08-16,Female,67.0,Leinster,Business,False,False,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,True
297739,2022-08-15,Female,30.0,Connacht,Personal,False,False,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,False
153441,2022-05-12,Female,51.0,Leinster,Personal,True,False,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,False
303185,2022-06-28,Male,41.0,Munster,Personal,True,True,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,False
147519,2021-05-18,Female,48.0,Ulster,Business,True,False,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,True
384297,2021-07-20,Unspecified,56.0,Munster,Personal,True,True,2.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,False
247451,2021-01-30,Male,73.0,Munster,Personal,False,True,1.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,False
286396,2021-04-16,Female,41.0,Leinster,Personal,True,False,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,False
340998,2022-02-21,Male,63.0,Munster,Personal,True,False,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,True
129447,2022-03-14,Unspecified,43.0,Connacht,Personal,True,False,1.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,4.0,False
353607,2022-09-13,Female,64.0,Connacht,Personal,False,True,2.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,False
323375,2021-07-01,Unspecified,31.0,Munster,Personal,True,True,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,4.0,False
335508,2021-08-07,Female,37.0,Leinster,Business,False,False,3.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,True
210430,2021-09-18,Male,30.0,Connacht,Business,True,False,5.0,5.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,True
65141,2021-10-01,Unspecified,28.0,Munster,Personal,True,False,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,False
167051,2021-06-09,Female,41.0,Leinster,Business,True,False,1.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,True
96493,2021-05-07,Male,48.0,Ulster,Business,False,False,2.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,True
182355,2022-08-01,Male,22.0,Leinster,Personal,True,True,4.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,False
386349,2021-07-14,Unspecified,42.0,Munster,Business,False,False,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,False
300424,2022-03-14,Female,33.0,Leinster,Personal,True,False,1.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,1.0,False
349088,2021-11-19,Female,38.0,Connacht,Personal,True,False,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,False
3360,2022-05-29,Male,46.0,Leinster,Business,True,False,5.0,5.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,True
167137,2022-03-13,Male,52.0,Munster,Business,True,False,2.0,2.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,True
77388,2022-10-26,Male,29.0,Munster,Personal,True,False,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,False
163995,2022-08-24,Male,45.0,Munster,Personal,True,False,1.0,4.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,False
351602,2022-01-05,Unspecified,36.0,Munster,Business,True,True,4.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,3.0,True
125593,2022-04-21,Female,61.0,Leinster,Business,True,False,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,True
3075,2022-03-15,Male,28.0,Leinster,Personal,True,True,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,False
140961,2021-07-17,Female,78.0,Connacht,Business,True,False,1.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,False
116094,2021-03-19,Male,27.0,Munster,Personal,True,False,2.0,2.0,5.0,2.0,5.0,3.0,1.0,1.0,2.0,True
18702,2021-04-27,Female,55.0,Leinster,Business,True,False,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,False
162518,2021-11-14,Male,54.0,Munster,Business,True,False,3.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,True
75139,2021-09-07,Female,55.0,Leinster,Personal,True,False,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,True
38282,2021-02-24,Female,47.0,Leinster,Personal,True,False,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,False
271224,2022-06-23,Male,58.0,Leinster,Business,True,False,3.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,True
191455,2021-08-17,Female,36.0,Ulster,Personal,True,False,3.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,False
337068,2021-07-08,Female,46.0,Leinster,Business,False,False,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,True
200543,2022-08-30,Male,37.0,Leinster,Business,True,True,4.0,2.0,4.0,2.0,1.0,3.0,5.0,5.0,3.0,False
258354,2022-11-07,Female,36.0,Leinster,Business,False,True,4.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,False
324319,2021-02-27,Unspecified,30.0,Ulster,Business,True,False,5.0,5.0,5.0,1.0,4.0,3.0,1.0,3.0,2.0,True
318270,2021-03-18,Male,61.0,Leinster,Personal,True,False,3.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,False
336749,2022-11-26,Male,24.0,Munster,Personal,True,True,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,False
216621,2022-03-06,Male,54.0,Leinster,Personal,True,False,4.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,False
31540,2021-08-20,Female,43.0,Leinster,Personal,True,False,4.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,False
373844,2021-07-22,Male,40.0,Ulster,Personal,True,False,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,False
111402,2022-05-10,Female,48.0,Leinster,Business,True,False,2.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,True
215745,2022-01-23,Male,47.0,Leinster,Business,True,False,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,True
190632,2021-06-04,Male,45.0,Leinster,Business,True,False,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,False
118483,2021-08-05,Female,71.0,Leinster,Personal,False,True,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,True
206088,2021-07-28,Male,49.0,Leinster,Business,True,False,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,True
32228,2021-07-14,Female,69.0,Munster,Personal,False,True,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,False
52557,2021-06-29,Female,41.0,Ulster,Business,False,False,3.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,False
283678,2021-04-13,Female,53.0,Munster,Business,False,False,2.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,True
134065,2021-06-19,Female,36.0,Leinster,Business,True,False,3.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,True
15355,2022-03-30,Female,44.0,Ulster,Personal,True,False,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,False
30298,2021-09-16,Male,57.0,Ulster,Personal,True,True,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,False
328632,2021-03-29,Unspecified,44.0,Leinster,Business,True,False,4.0,4.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,True
208948,2021-11-25,Male,59.0,Leinster,Business,False,False,2.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,False
267544,2021-09-17,Female,24.0,Leinster,Personal,True,True,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,False
58625,2022-05-25,Female,34.0,Leinster,Personal,True,True,4.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,True
125062,2021-01-22,Male,38.0,Munster,Personal,True,True,3.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,False
264179,2022-10-09,Male,42.0,Munster,Personal,True,True,2.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,False
193214,2022-11-08,Unspecified,45.0,Connacht,Personal,True,False,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,False
236881,2021-04-27,Male,51.0,Leinster,Personal,True,False,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,True
353558,2021-01-07,Female,25.0,Munster,Business-Plus,True,True,2.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,False
252077,2022-01-15,Male,41.0,Leinster,Business,True,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,False
101181,2022-11-13,Male,31.0,Munster,Business,False,False,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,False
336209,2022-09-13,Male,32.0,Connacht,Personal,True,False,4.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,True
152382,2021-02-22,Female,30.0,Leinster,Personal,True,False,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,True
71154,2021-01-28,Female,54.0,Munster,Business,True,False,3.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,True
67239,2021-03-27,Unspecified,61.0,Leinster,Personal,False,True,4.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,False
304036,2021-11-20,Male,26.0,Leinster,Personal,True,True,3.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,False
206707,2022-10-24,Female,38.0,Leinster,Business,False,True,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,False
131264,2022-11-20,Male,72.0,Munster,Personal,True,True,2.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,4.0,False
56094,2022-06-04,Male,29.0,Leinster,Personal,False,False,3.0,3.0,3.0,4.0,3.0,5.0,1.0,5.0,2.0,True
344132,2021-11-07,Male,42.0,Munster,Personal,True,False,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,False
263366,2021-06-27,Male,41.0,Leinster,Personal,True,True,1.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,3.0,False
269700,2021-04-17,Male,59.0,Munster,Business,True,False,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,True
125763,2021-06-08,Male,55.0,Munster,Business,True,False,5.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,True
125913,2022-04-23,Male,26.0,Connacht,Personal,True,True,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,False
104626,2022-04-23,Unspecified,67.0,Leinster,Personal,True,True,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,False
176972,2021-10-24,Male,40.0,Connacht,Business,True,False,2.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,False
67052,2021-11-17,Male,29.0,Leinster,Business,True,False,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,True
142796,2022-02-10,Male,61.0,Leinster,Personal,True,True,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,False
333499,2021-04-02,Unspecified,38.0,Leinster,Personal,True,True,1.0,4.0,4.0,2.0,1.0,4.0,5.0,5.0,1.0,False
260284,2021-02-11,Female,52.0,Leinster,Business,True,False,2.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,True
234020,2022-02-05,Male,60.0,Leinster,Personal,True,True,3.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,1.0,False
262596,2021-08-13,Male,40.0,Leinster,Business,True,False,2.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,True
230703,2022-08-14,Female,32.0,Leinster,Personal,True,False,1.0,1.0,1.0,5.0,4.0,5.0,2.0,4.0,1.0,False
330422,2021-09-20,Male,30.0,Connacht,Business,True,False,2.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,True
164704,2022-02-06,Unspecified,59.0,Leinster,Personal,True,False,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,False
141824,2022-04-08,Male,74.0,Connacht,Personal,True,True,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,False
319866,2021-09-05,Female,49.0,Leinster,Business,True,False,2.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,True
119035,2022-06-20,Male,26.0,Munster,Business,True,True,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,False
2249,2021-11-17,Male,69.0,Leinster,Personal,False,True,3.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,False
280936,2022-06-11,Male,46.0,Munster,Business,True,False,2.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,True
200712,2021-07-06,Male,63.0,Leinster,Personal,True,True,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,False
178003,2021-11-24,Female,59.0,Leinster,Business,True,False,4.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,True
143472,2022-03-07,Male,30.0,Leinster,Personal,True,True,2.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,False
295467,2021-02-12,Male,40.0,Munster,Personal,True,False,3.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,5.0,False
305605,2021-03-28,Female,39.0,Munster,Business,True,False,5.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,2.0,True
28360,2021-09-20,Female,46.0,Leinster,Business,False,False,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,True
243925,2022-10-01,Female,53.0,Leinster,Personal,True,False,5.0,2.0,1.0,4.0,4.0,5.0,5.0,1.0,2.0,True
211351,2022-02-15,Male,57.0,Ulster,Personal,True,False,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,False
237302,2021-11-26,Male,49.0,Leinster,Business,True,False,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,False
43601,2021-09-18,Female,51.0,Leinster,Business,True,False,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,False
264104,2022-12-07,Female,47.0,Connacht,Business,True,True,2.0,2.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,False
348201,2021-01-10,Male,35.0,Ulster,Business,True,False,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,True
272357,2022-06-12,Male,41.0,Connacht,Business,True,False,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,False
115120,2021-04-30,Male,46.0,Leinster,Business-Plus,True,False,4.0,5.0,4.0,4.0,2.0,1.0,2.0,5.0,3.0,True
77117,2022-07-01,Female,43.0,Munster,Business,True,False,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,True
198358,2021-07-06,Male,29.0,Munster,Personal,True,False,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,True
333086,2022-09-17,Female,38.0,Munster,Personal,True,False,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,False
273880,2021-07-02,Female,30.0,Leinster,Business-Plus,True,False,3.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,False
226409,2021-09-08,Male,48.0,Munster,Personal,True,False,5.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,True
308451,2021-08-15,Female,66.0,Munster,Personal,False,False,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,False
231474,2022-04-08,Female,55.0,Leinster,Business,True,False,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,True
196305,2021-05-04,Male,34.0,Munster,Personal,True,False,1.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,False
50085,2021-06-15,Unspecified,48.0,Leinster,Business,True,True,3.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,1.0,False
241028,2021-07-26,Female,29.0,Munster,Personal,True,False,4.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,False
108430,2022-02-04,Female,34.0,Munster,Business,True,False,1.0,1.0,1.0,5.0,2.0,3.0,5.0,5.0,5.0,False
184531,2022-04-13,Female,38.0,Leinster,Business,True,False,4.0,5.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,True
269708,2021-03-26,Female,71.0,Munster,Personal,False,False,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,False
235249,2021-02-19,Male,26.0,Ulster,Personal,True,False,1.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,False
286465,2022-02-15,Female,45.0,Connacht,Business,True,True,4.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,False
162996,2022-04-09,Female,77.0,Connacht,Business,False,True,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,False
31948,2022-02-20,Male,46.0,Munster,Business,True,False,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,True
3833,2021-03-06,Female,65.0,Leinster,Personal,True,False,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,True
17490,2022-06-14,Male,77.0,Munster,Personal,True,True,3.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,False
331037,2021-01-06,Female,27.0,Leinster,Personal,True,True,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,False
251868,2021-11-08,Unspecified,42.0,Leinster,Business,False,False,2.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,True
172975,2021-04-14,Unspecified,58.0,Munster,Business,False,False,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,True
254696,2021-09-12,Male,40.0,Leinster,Business,True,False,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,True
16130,2021-03-05,Male,68.0,Leinster,Business,True,False,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,True
261134,2021-03-21,Male,32.0,Munster,Business-Plus,True,False,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,True
159839,2022-12-22,Male,56.0,Leinster,Business,True,False,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,True
186434,2022-03-16,Male,36.0,Leinster,Business,True,False,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,False
147434,2021-02-26,Male,66.0,Leinster,Personal,True,False,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,True
143825,2021-04-17,Male,44.0,Munster,Personal,True,False,5.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,True
366767,2022-08-03,Female,38.0,Leinster,Business,True,True,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,False
379613,2021-02-15,Unspecified,28.0,Munster,Business,True,False,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,False
137410,2021-01-09,Male,22.0,Connacht,Business,True,False,4.0,4.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,True
192101,2022-01-22,Male,63.0,Leinster,Personal,False,False,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,True
77583,2021-10-07,Female,60.0,Leinster,Business,True,False,1.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,True
349699,2022-12-13,Unspecified,72.0,Connacht,Business,True,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True
336639,2022-01-13,Female,36.0,Munster,Business,True,True,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,False
275702,2021-08-05,Female,24.0,Munster,Business-Plus,True,False,3.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,False
287049,2021-03-09,Female,46.0,Leinster,Personal,True,True,2.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,False
189001,2021-06-30,Male,23.0,Leinster,Business,True,False,5.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,True
89684,2022-02-22,Female,67.0,Connacht,Personal,True,True,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,False
110641,2022-06-06,Male,68.0,Munster,Personal,True,True,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,True
59677,2022-03-19,Female,57.0,Munster,Business,True,False,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,True
46678,2022-03-02,Unspecified,55.0,Leinster,Business,True,False,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,True
325526,2022-02-02,Female,28.0,Connacht,Personal,True,False,3.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,1.0,False
100961,2021-11-05,Female,49.0,Leinster,Personal,True,False,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,False
279381,2022-08-16,Male,28.0,Munster,Personal,True,False,2.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,False
205295,2022-01-16,Female,63.0,Munster,Business-Plus,True,True,1.0,1.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,False
19677,2021-11-19,Female,54.0,Leinster,Personal,True,False,2.0,2.0,2.0,2.0,5.0,4.0,4.0,1.0,5.0,False
287981,2022-01-23,Unspecified,20.0,Munster,Personal,True,True,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,False
277237,2022-03-28,Female,43.0,Connacht,Personal,True,True,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,False
333128,2021-03-18,Female,53.0,Munster,Business,True,False,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,True
384682,2021-10-12,Unspecified,28.0,Munster,Business,True,False,1.0,1.0,5.0,2.0,2.0,2.0,5.0,4.0,2.0,True
93879,2021-10-06,Female,30.0,Ulster,Personal,False,False,3.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,False
174415,2021-03-16,Unspecified,42.0,Munster,Personal,True,False,1.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,False
160442,2021-06-11,Male,36.0,Munster,Personal,True,True,2.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,2.0,False
57206,2022-07-08,Male,54.0,Connacht,Business,False,False,4.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,False
101007,2022-09-01,Unspecified,48.0,Munster,Business,True,True,3.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,False
377444,2021-03-30,Male,36.0,Leinster,Business,True,False,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,False
270077,2021-02-21,Male,63.0,Leinster,Personal,False,False,4.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,3.0,True
378670,2021-04-05,Male,59.0,Leinster,Personal,True,False,2.0,2.0,2.0,4.0,4.0,1.0,3.0,5.0,1.0,False
276391,2021-12-21,Female,47.0,Leinster,Business,True,False,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,False
94577,2021-12-14,Female,50.0,Leinster,Business,False,True,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,False
