customer_id,comments
71154,Generally speaking  everything is fine
67239,Banking fees are too expensive. Just unacceptable really....
377304,No comment
194029,The banking fees are reasonable for the services provided
35966,The banks overall poor service has me contemplating switching.
264863,I find the banks website to be very user-friendly. To summarise  Im reasonably pleased
304036,
55914,Good over all  I guess
326900,
78688,Live the banks online webstie. You ' re doing ok
206707,Locations are incovenient.
266087,Than bank should prioritize data privacy. The banks overall poor serve has me contemplating switching.
131264,Very few ATMs for this bank. This bank is not up the stretch
56094,overall in ' m fairl happy with the service..
219379,Bank needs to do more for the community. The overal experience has been really poor and ic ' m palnning to switch banks soon. ..
344132,The service provided by this bank is very disappointing | The level of service provided by this bank is not up to par | Thinking of closing my account
29667,Mobile apples is really good.
30332,Fees tÃ'o high for banking. Think I ' ll close May account
263366,the bank has very limited atm options. i think i'm going to switch to a competitor
269700,
125763,Overall I'm fairly happy with the service.
99343,
125913,The environment should be a higher priority for your bank. I wish i hadnt opened an account with this bank
109437,
104626,The mobile app needs to be more secure. I think i'm going to switch to a competitor
176972,
67052,
299181,The savings rates provided by the bank are good and beneficial for customers. I'm quite satisfied overall
277868,
58918,num comment
142796,I'm really disappointed with the customer service. Thinking of closing my account
333499,
260284,Glad that you take online banking security seriously..
102157,---Very limited mortgage products. Think I'll close my account---
59884,Bank branch locations are pretty accessible. I'm satisfied with the service provided
371276,---Prefer not to comment---
269371,Well-designed mobile app
39937,The bank provides an extensive ATM network.
234020,I cant afford to keep paying these high banking fees. This banks performance is unacceptable
126366,
292227,
304782,You need to take data privacy more seriously. Locations are incovenient. I expected a higher level of service from this bank and have been let down....
313916,no comments
371071,
262596,Good range of financial products. Overall this bank is ok
339181,I'm am pretty satisfied with the bank ' s services. There ' s room foa improvenment at this bank. ..
64885,luck the banks online website. bant is doing fine overall
195591,The security of your mobile app in commendable.
230703,Bank's mobile app is in need of enhancement.
330422,Many stores. Decent service overall  but there is still room for improvement.
164704,It's time for your bank to make meaningful changes and contribute to a greener future. This bank's performance is unacceptable.
65081,Bank ' so mortgage options are not comprehensive. Need to do [[beter in future. ...
251845,Bank's branches are in awkward locations. Services really need to be improved at this bank.
141824,
319866,The bank's online platform is really impressive; I'm pretty content with the bank's service
119035,The bank needs to work to earn customers trust regarding data privacy. My experience with this banks service has been so negative that I wouldnt suggest it to anyone
2249,
76340,Online banking service is very extense. On the whole  I ' m resonably pleased with my bank.
185261,The service provided to customers is disrespectful. Security of the mobile app needs to be improved. Really not happy with this bank!.
280936,Im proud to be a customer of a bank that invests in the local economy
160360,Hou need to be more careful with customers data. Just nod acceptable
98883,As a financial institution  your bank has a duty to think about the environment. Bank's branches are in awkward locations. Customer services - not good!. Would not recommend to a friend.
256221,Finding bank branches is quite difficult. I expected a higher level of service fre ti bank and have been let fown. ...
188092,The interest rates on mortgages are too steep.
200712,I'm tired of the constantly increasing banking fees. Services really need to be improved at this bank.
178003,This banks mortgage rates are quite competitive | By and large Im quite satisfied with my bank
152620,no coment.
143472,Bad customer service * Your bank needs to make improvements in its customer service practices.
295467,( no coment )..
184444,This banks customer service is reliable and dependable. My bank has exceeded my expectations and Im very happy.
228079,Limited services are available for my specific needs. Think Ill close my account....
136052,The bank has a broad ATM network.
305605,The bank ' s branches are located in convenient placec
28360,No comment
243925,I appreciate that my bank is involved in philanthropic efforts...
305585,You needs take take data privacy more seriously
211351,The banks customer service is unhelpful
241681,
237302,
112374,Savings rates are competitive.
43601,Your fees are driving me away from this bank. I think i'm going to switch to a competitor...
317472,I think the bank could do more to support the community. The bank's customer service is frustrating.
264104,
293489,I really appreciate the bank's mobile app. Okay overall.
10728,Onlineu banking is convenient and easily with this bank. Things are pretty ok but could improve
348201,
57635,Very few branches for this bank. The banks overall poor performance has made me decide to switch soon.
13962,
272357,phone apples is difficult to use  thez banks overal poor performance has made me decide to switch soon..
115120,
386753,Just not accptable
77117,your banking servições have been excellent overall in i am content with them. ...
266425,- - - It ' s ince to Sea that my bank is involved in supporting local charities. Pretty good overall vut could do better. - - -
188952,I dislike the banks online website * Your bank needs to improve its approach to customer service * Think Ill close my account...
198358,customer service representative i spoke to was very attentive  overall
139662,In general I ' m happy with by bank.
333086,The service provided to customers is nopt useful.
91039,Bank's mobile app is in need of enhancement. The banks overall poor performance has made me decide to switch soon
244335,- - - You're bank ' s services are limite in scope. Your poor service si making me switch bank. - - -
101549,The environment is a shared responsibility  and your bank can do better
181365,
199223,mobile app experience could be better  ive been disappointed with the service provided by this bank and am considering taking my business elsewhere
273880,If you do not like the online site  the performance of this bank is unacceptable.
226409,I had a positive experience with the bank's customer service. Overall  very happy with my bank.
384056,The phone apples experience is frustrating. Things really needs to be improved here
308451,Nothing to say
231474,Pretty good savings interest rates. My bank has made me very happy.
346994,Customer service experience is unpleasant. My bank should prioritize customer feedback and concerns. This bank's performance is unacceptable
337494,This bank provides a good and secure mobile phone app. I can't say enough good things about my bank  thank you.
170392,Your bank should be more proactive in addressing community needs
153353,Its easy to locate a branch of these bank. In general  thhis bank is acceptable.
124384,Your banck ' s customer service ic unprofessional. Really not happy with you!
334114,I appreciate how easy it is to access my account online. Overall youre doing ok...
327937,Bank should demonstrate a stronger commitment to social responsibility. You need to redesign your mobile app. Would not recommend to a friend.
231254,Good savings rates. Pretty fair option for banking....
196305,The banks savings interest rates hare extremely low
50085,Why are your fees so high?. Really not happy with you!.
19110,The mobile application is secure and reliable. Im satisfied enough with my bank...
241028,
108430,Bank's customer service is impolite
184531,
269708,This bank should focus on giving back to the community. Seriously considerin switching to a rival bank.
205292,The bank ' s overall por service has e contemplating switching. ..
366059,Really great over all  thank you!.
207987,I don't mind the fees and charges with this bank. Overall  things are good but there's room for improvement
235249,---Customer data should be treated with greater care; the bank's customer service is quite rude; I am not satisfied with the service I have received and would not recommend it to anyone; ---
286465,
75373,---I'm content enough with my bank.---
162996,Really not huppy with this bank!
283395,Tired of your poor customer service
31948,Reasonably happy overall
18317,I have always had a great experience with the bank's customer service. I'm satisfied enough with my bank
308337,nothin to comment. ...
315796,The service provided to customers is disrespectful. This bank ' S service es really unacceptable!
159046,
3833,Not applicable
83795,
17490,Difficult to do business with this bank without enough branches..
6185,
331037,Bank really should contribute more to our community....
251868,The bank's mobile app has robust security measures | I'm pretty content with the bank's service....
172975,Overall I ' m happing with the bank ' s server
254696,
131723,Fees for using this bank are too high. Lack of banking services for my needs. I am disappointed with the service level of your bank.
16130,Tho fees charged are reasonable. Reasonably good opitonon for banking
350371,No comment
332587,Nothing to say
200672,Just unacceptable really...
233544,
208587,no
223462,n'° comment
319540,I'm quite satisfied overall.
172248,stop putting up your mortgage rates!. very very bad customer service. your bank needs to work on improving customer satisfaction. my experience with this bank's service has been so negative that i wouldn't suggest it to anyone
261134,Overall  this bank is satisfacted.
159839,(no comment)
186434,The service provided to your customers is v disrespectful
189118,Bank has a limited range og services.
15504,I prefer not to comment on this
269202,generally speaking  things are pretty good but could improve
285776,The bank's savings rates are competitive with other banks in the industry.
183346,- - - I am pretty satisfied with the bank ' s services. I ' s a very good service and Hi wuold definitely suggest it to a friend - - -
147434,
138169,This bank offers pretty good savings interest rates. Generally speaking  everything is fine.
143825,Bank's branches are in good locations. Overall I'm fairly happy with the service
366767,
259455,bank ' s mortgage products are qute restricted. the pank overall poor performance has made mo decide to switch soon.
379613,
137410,By and large  I'm quite satisfied with my bank.
192101,The bank's mobile app is really handy.
305446,
374919,This pank is very inconvenient to deal with. Services really need fot be improved at this bank.
77583,The mobile app is well-designed and secure. Overall youre doing ok...
198738,
349699,Banking feed are not too high. Pretty fair opthion for banking.
163709,Limited services are available for my specific needs. I expected a higher level of service from this bank and was disappointed.
336639,Yuo need take be more careful with customers data. ..
275702,I regret opening an account with this bank
190548,Not happy that you've closed so many of your branches. Thinking of closing my account.
226606,
287049,The phone app experience is frustrating. The bank needs to make data privacy a top priority. I've been disappointed with the service provided by this bank and am considering taking my business elsewhere..
318391,The customer service representative was very courteous and helpful. Generally speaking  I'm very satisfied with your service
189001,
87940,As a financial instrution  your bank has a duty to think about the enviromnent. I am concerned about trusting this bank with my data. Im thoroughly disappointed and frustrated with tu service provided
151439,Mobile app experience could be better;..
351535,Things are pretty ok but could improve
125815,The bank's customer service is irritating. I wish i hadn't opened an account with this bank
89684,Y need to contribute moor to our locality. Not good enough at all! !.
32731,This bank's customer service is extremely poor. Disappointed with the service provided by this bank
110641,I had a positive experience with the bank's customer service
59677,Bank is doing fine overall...
143527,
252564,TMortgage rates provided by this bank are competiv. o appreciate the nice customer service provided bt this bank. Reasonably happy overall
303221,No comment
25476,Overall  it's a reasonably good option for banking
38237,I think the mobile app provided by the bank is excellent. I can't say enough good things about my bank  thank you.
46678,The bank has an extensive branch network * In general  Im very satisfied with my bank
325526,Lack of services for my special needs
110084,Banking fees are too expensive * Thinking of closing my account
100961,The bank's branches are hard to find....
161866,mobile app is easy to use. the mortgage rates offered by this bank are quite competitive.
313859,Good sit of financial products provided. ..
279381,no  commentno comment
116264,The bank's mobile app is really fantastic.
300657,mobile app appears to be secure. i suppose everything is good overall
244423,
370532,None
172340,Your bank should be more proactive in responding to the needs of the community * Something really needs to be done here...
350337,The bank's customer service made my banking experience easy and stress-free.
282382,
205295,Service provided to your customers is consistently disappointing. The bank needs to take steps to address customers' concerns about data privacy. Your bank should listen to customer feedback and make changes accordingly. Really not satisfied.
156608,Good services for people like me....
335544,The bank needs to work to earn customers' trust regarding data privacy
10864,
19677,This banks fees are not transparent. Limited services are available for my specific needs. I think im going to switch to a competitor
95894,The customer service representative was very courteous and helpful. Bank is doing fine overall
287981,
277237,The interest rates on mortgages are too steep.
180896,The bank's locations are not convenient. Really poor overall. Think i'll switch bank soon....
261138,the fees for using this bank are too much  bank's mortgage offerings are quite limited
263000,
260157,bank needs to be more involved in community events  really not happy with you!
119075,Date privacy is an area where the bank need to improve. This is unacceptable and needs to be addressed
126512,The service provided to customers is disrespectful;
42426,What I experienced is just not acceptable
361922,Bank does s lot in the community | Good over alle  I guess
350567,The banks customer service is frustrating. This is unacceptable and needs to be addressed.
333128,the bank's focus on online banking security is reassuring. you're doing ok.
114266,
94722,Its nice to see that my bank is involved in supporting local charities...
303074,I'm proud to be a customer of a bank that invests in the local economy. The bank has competitive mortgage rates that are worth considering
132494,In Gerneral 0I ' m happy with my bank. ..
123202,
384682,(no comment)
93879,
174415,
193910,i want to know more about what you do with my data. im seriously considering switching to another bank....
160442,Not sure I trust this bank with my data. I'm getting tired of all the unexpected banking fees. Looking at other banks now
57206,Very limited mortgage products. This bank is not up to date.
227788,your bank should be more proactive in addressing community needs  the service provided by your bank has been consistently poor
223133,generally speaking - thang are pretty good but coul improve.
77334,Why does this bank have such high fees?....
104637,You need to redesign your mobile app. Your poor service is making me switch bank...
101007,Lack of banking servições for my needs. It ' s a challenge to locate banck branches. Not happy. Would not recommend to are friend.
377444,Fees eat up my savings.
270077,Overall youre doing a decent job...
378670,
378599,
353216,I received great customer service and support. This bank offers a variety of financial products that are useful.
276391,The customer serviçe provided is ruge * This is unacceptable and needs to be addressed
94577,Bank should take a leadership roule in community development. Thank I ' ll close my account.
63686,---The bank needs to make data privacy a top priority. Looking at other banks now.---
222645,Disappointed with the service provided by this bank;
100998,
228571,The interest rates on mortgages are too steep.
66424,Fees are competitve  at least compared to other banks. My experience as a customer has been fantastic and I'm very happy.
385368,No comment
160179,I ' m frustrated withi your excessive banking feed. The poor service has m thinking about switching to another bank.
117364,Dont like the online website. Mortgage rates just too much
35226,The fees for using this banks credit cards are too much. I expected better service from this bank and have been disappointed
74386,Fees are crazy $$$$. Not happy. Would not recommend to a friend.
161183,This bank should focuse on giving back to the community. Your poul servise's has me thinking about switching bank. ..
20097,Good mortgage and savings rate options.
162022,Im grateful that my bank supports both our schoops and comunnity center. Reasonably happy overall.
280636,
358930,
39311,Thinking of closing my account.
194880,Overall this bank is ok.
223692,Glad your banks take our privacy seriously. Happy enough with my bank.
208442,I like that my bank is committed to making a difference in the world.
49788,no comment
88537,Fees too high gor banking. Not good enough at alls!.
199979,Its a challenge to locate bank branches. Im seriously considering switching to another bank...
260762,
82094,---No comment---
138322,i ' m ot happy with the service i received and wouldn ' t sugges it to anyone else.
277227,the pank mobile app makes banking on - the - go a breeze. the level of customer service provided by this banck is top - notch. generally speaking  things are pretty goof but could improve.
224652,You needs to take data privacy more seriously. You should give back to the community.
18738,no comment.
263238,Not bad fees ang charges | Thanks
79462,fees are competitve at least compared to other banks. fairly satisfied overall
18560,bank's phone app interface is confusing  think i'll close my account
59291,Good option for banking in Ireland
359570,Your ban needs to take more measures to protect customer data. Really poor overall. Think i'll switch bank soon
303371,
307912,In general I'm happy with my bank...
113069,no comments.
90993,Very inconvenient to go yo the bank ' s branches. I expected betther service from this bank ens have been disappointed.
285806,Bank needs to invest in community initiatives. Seriously considerin switching to a rival bank.
318432,These fees for banking are too costly. I wish i hadn't opened an account with this bank...
358419,This banks service is ready unacceptable!.
107790,Such poor customer service. The bank needs to work to earn customers trust regarding data privacy. Ive been disappointed with the service provided by this bank and am considering taking my business elsewhere
169406,No comment
383082,
77306,Glad your banks takes our privacy seriously. Thanks
138538,Really poor service overall  considering switching bank
249885,The interest rates on mortgages are too excessive. Bank should take a leadership role in community development. I'm not happy with the service I received and wouldn't suggest it to anyone else
389011,
290081,The bank's mortgage rates are unreasonably high. This bank's service is really unacceptable!.
265496,Services at this bank really do need to be improved.
215638,I have always had a great experience with the banks customer service. My bank has exceeded my expectations and Im very happy....
111821,Your mobile app doesn't work. I'm seriously considering taking my business elsewhere
274684,Bank ' s branches are in vreay inconvenient locations. Would not reconmended to a friend
279092,Bank branches are hard to find. I'll be switching banks soon due to the poor overall experience
281214,Bank's financial products need to be more diverse | Not good enough at all!!.
197000,Your bank needs to care more about the environment * I regret opening an account with this bank
317630,This bank has good options for mortgage and savings rates. In general Im fairly content with my bank
288946,
181497,I want to know more about what you do with my data. This is unacceptable and needs to be addressed.
800,The fees for opening a new account are too much. Bank's customer service is uncooperative. Thinking of closing my account.
278857,Good range of mortgage products
226200,no comment
344493,Easy to find an ATM. Pretty good.
212299,Your bank needs to take data privacy more seriously | Just unacceptable really...
366885,Branch locations are inconvenient; Services really need to be improved at this bank
42809,The bank's mobile app is really easy to use. Overall  pretty happy with my bank...
112509,Savings interest rates provided by DIS bank aye impressive; All things considered  I ' am a happy customer; ..
366779,No comment...
379441,
172471,This bank offers pretty good savings interest rates. By and large  I'm quite satisfied with my bank
54995,
320201,Your service has been really poor!;...
87724,Your mobile app doesnt work; Not happy; Would not recommend to a friend;
119285,Nothing to add
96466,Transparency is needed regarding how you use my data * The charges for my current account are unreasonably high * Really poor service overall  considering switching bank
151381,No
240280,Overall good service * thank you
375268,My community is lucky to have a bank that does such excellent charity work. Everything is pretty good
350543,In ' m frustrated wath your excessive banking fees | The banck needs to be more careful with customer data | Really poor service overall  considering switching bank.
173686,
177282,my bank must prioritize supporting local businesses and organisations; this is unacceptable!...
370227,Bank's mortgage options are not comprehensive. Banking fees are too high.
7818,The bank ' s branches are easy t find.
67652,Bank has a limited range of services that cater to me. I felt iMy bank should treat me better
201152,
67663,The service provided by this bank is very disappointing. This is unacceptable and needs to be addressed
5387,The bank ' S customer service is unsatisfactory. Just not acceptabe.
12712,the customer service provided by this bank is very helpful. its great that my bank supports causes that i care about.
285894,Nothing ton add
170630,Tho bank ' s customer serve is exceptional. ...
100367,My dissatisfaction with the bank is so great that I would not recommend...
65816,Services are limited for customers like me. Really not happy with this bank!
81533,Bank branches are really difficult to find. Customer service is unsupportive. I regret opening an account with this bank
293789,pretty goo
111706,Not many financial products for people like me. I'm thoroughly disappointed and frustrated with the service provided.
39214,Very very bad customer service. Bank needs to invest in community initiatives. Seriously considerin switching to a rival bank
234000,Very satisfied with the quality of costumers service provided by this band
106619,
337324,No comment
251820,more financial products are nedeed for people like me. tour bank needs to work on improving customer satisfaciton. really not happy with you!
246648,This bank provides a variety of financial products that are useful.
198948,No comment..
238062,No comment
162515,Not hapy that you ' ve closed to many of your branches. What I experienced is just bot acceptable..
378126,No comment...
389602,Overall  it's a reasonably good option for banking.
112056,---The bank's locations are not convenient. Need to do better in future.---
64604,The financial products offered by the bank are diverse and useful.
312212,Both your mortgage and savings rates are poor and I expected a higher level of service from this bank and was disappointed.
136617,The ATM network of this bank is excellent. Im very happy with the service overall.
194986,Good services for people like me.
274673,These hidden banking fees are unnacceptable. This bank is not unp to scratch.
218518,Bank really should contribute more to our community. Your bank needs to improve its approach to customer service. Your whole approach needs to change.
9597,---Fees and charges are not excessive with this bank. I'm extremely satisfied and happy with the service.---
41480,Lack of banking services for my needs. The bank's customer service is irritating. Would not recommend to a friend.
252685,No comment..
188845,my bank must prioritize supporting local businesses and organisations. i'm not happy with the service i received and wouldn't suggest it to anyone else
276542,The phone apples experience is frustrating. Ther banks mortgage rates are unreasonably high. Thoroughly disappointed + annoyed with the servise's provided..
57709,The mortgage rates are too much of a burden; The banks overall poor service has me contemplating switching..
241145,
229117,Finding bank branches is very easy. I ' m pretty contents with the band ' s service
62811,No comment
341835,Your bank charges are excessive. You need to redesign your mobile app. Really poor service from you!.
316270,the banks mortgage rates are quite fair
89357,Really poor customer service with this bank; Seriously considerin switching to a rival bank;
182816,I am pretty satisfied with the banks serivces
299096,Glad that you take online banking security seriously. I'd like to express my gratitude to the bank and its staff...
238231,Banking fees are not too high. Generally speaking  things are pretty good but could improve
259843,
191521,---No comment---
262230,The bank's customer service is irritating. I'm thoroughly disappointed and frustrated with the service provided.
332905,Transparency is needed regarding how you use my data. Need to do better in future
373378,The bank's customer service is irritating. Bank branches are really difficult to find
150422,Banking fees are too high €€.
68387,Difficult to do business wit this bank without enough brounches. Why am I gettin all these feed? € € €.
210840,Banking fees are too high €€. The savings rates from you are soo low. Think Ill close my account.
377769,The banks customer service is unsatisfactory. Ive been thoroughly disappointed with the level of service provided by this bank
292612,there's a scarcity of atms for this bank. this bank's performance is unacceptable.
346306,i find the banke ' s online website to by great
289570,
9904,
197521,Your poor service has me thinking about switching bank
282033,
337226,The bank ' s web experienced is disappointing. Would not recomendered to a friend
136223,Tsis bank provides a variety of financial products that are useful. In quite satisfied overall.
48528,Stop putting up your mortgage rates! | The customer service is below par
33486,Bank is decent overall.
184358,bank does good charity work in our area. the selection of mortgage products offered by the bank is extensive...
81668,Pretty covenient to deal with this bank. The online banking serivce provided by the bank sh's very extensive.
182222,The bank has competitive mortgage rates that are worth considering.
198091,Online banking is really good. I'm pretty happy with the bank's service.
230435,The savings interest rates that you offer are remarkably low. Things really need to be improved here.
216648,Mortage rates are too high. I dont feel like this bank values my business.
383610,No comment
61205,---savings rates are competitive---
269282,
336256,The savings interest rates that you offert are remarkably low. I ' ve been disappointed with the servece provided by this bank and am considering taking my business elsewehre. ..
166927,reasonable fees. overall  i ' m happy with el bant ' s service. ..
157395,Excellents customer service from start to finish
6763,
348396,Data privacy is not being given enough importance by the bank. Things really need to be improved here
355878,Banking fees are competitive.
261675,
335842,Your mortgage rates are higher than other banks.
184117,Happy enough with my bank....
220488,Nothing to comment here
200009,Mortage rates are competitive. In general a good option for banking
256097,The banks savings interest rates are extremely low. The bank should prioritize data privacy. The banks overall poor performance has made me decide to switch soon.
303089,The charges for this banks services are reasonable.
72074,Really pour service overall  considering switching bank.
59053,Well done for providing shuch great customer service
56409,No comments.
336802,The bank's savings interest rates are extremely low. The poor service provided by your bank is the reason why I wouldn't recommend it to anyone
77950,Community outreach should be a top priority for the bank. Just not acceptable.
130004,
213897,I don't feel like this bank values my business....
337760,The online banking service provided by the bank is very extensive
70690,
46370,Your bank should engage more in our local area. My experience with this bank ' s service has been soon nagative that I wouldn ' t sugestions it to anyone. ...
152484,Very limited mortgage products. Your app experience is disappointing. I've been disappointed with the service provided by this bank and am considering taking my business elsewhere...
99131,Mbile app user experience is unsatisfactory. Im hot sure ill stay with this bank much longger.
5643,I really appreciate the bank's mobile app
48367,The bank really should be contributing more to our community. The bank's financial products need to be more diverse. I'm not impressed with the quality of service. Things really need to be improved here.
338762,
333530,I'm pretty content with the bank's service.
175672,Banking fees are too high €€. I regret opening an account with this bank
255581,
321995,This bank offers pretty good savings interest rates. The bank's website is really easy to navigate
227111,
116402,Mobile app needs improvement. My dissatisfaction with the bank is so great that I would not recommend
177769,I'm quite content with my bank
65088,The ATM network of this bank is excellent. Overall you're doing okay..
298555,What I experienced is just not acceptable.
362158,
224378,It is very inconvenient to do business with this bank  the service of this bank is really unacceptable!...
285048,
20399,No comment
335097,The mortgage rates are too much of a burden
366395,Bank branch locations ae pretty accessible. Bank is doing fan overall. ..
121233,The community involvement of this bank has something that I really value. Okay overll.
97116,I want to know more about what you do with my data. The bank's online banking is inadequate. I'm thoroughly disappointed and frustrated with the service provided.
45031,The bank's web experience is disappointing.
375042,Mobile app is great. Generally speaking everything is fine
192986,Friendly customer service provided. The savings rates provided by the bank are good and beneficial for customers. Generally speaking  everything is fine
382130,
23397,Well designed mobile app. Bank branches are in good locations.
340768,Just not acceptable
384772,Tge bank ' s mobile app has robust secutiry measures;
192299,
219193,( no coment )
254885,Customer service from this bank is really bad. The level of customerservice provided by your bank is not impressive. The service you provided was very disappointing.
369196,Lots of branches. You're doing ok....
119381,
123341,I'm thoroughly disappointed and frustrated with the service provided.
11245,the phone app provided by the band is really helpfuly  ..
12957,northing to add
310428,I'm very happy with the service overall
244094,The bank's customer service is very unsatisfactory. Your bank needs to improve its approach to customer service. I'm considering switching banks due to the consistently poor service
77832,no coment
362045,The online banking service provided by the pank is excellent
167525,
204801,The nearest bank branch is within close proximity.
43401,Your bank's customer service is unprofessional. Really not happy with you!.
383072,Dont like the online website. What I experienced is just not acceptable.
868,Generally speeking  things are pretty good but could inprove.
262669,F ' m impressived by the amount jf charity work this bank does. Pretty good overall but could do better.
298713,Stop putting up your mortgage rates!. Really incovenient to deal with this bank.
83702,- - - you need to take data privacity more seriously. i ' all be switching banks soon due to the pour overall experience. - - -
142028,Customer service experience is unpleasant. My dissatisfaction with the bank is so great that I would not recommend
353824,Data privacy is not being given enough importance by the bank; I'll be switching banks soon due to the poor overall experience..
341943,The bank hs inconveniently located branches
147854,Im getting tired of all the unexpected banking feel. These ti's unacceptable and needs to be addressed. ...
83546,Might clouse my account
288146,
128473,- - - Can ' t affort to keep paying these high fees. I don ' t feel like this band values my bussinness. - - -
204959,The bank has good options for mortgage and savings rates available. I'm pretty happy with the bank's service
183702,Phone app is handy. My experience as a customer has been fantastic and I'm very happy.
90762,Banks phone app interface is confusing. Service provided to your customers is consistently dissapointed. Customers should be treated better by your band. Your banking overral services are not making me happy
193051,Good to see that you take online banking security seriously. Decent overall service  but theres still room for betterment.
28868,Think I'll close my account.
300554,The customer service experience is disappointing * Im seriously considering switching to another bank
204443,The service provided to customers is not useful. * Might close my account.
214376,Bank savings rates wayy too low; What I experienced is just not acceptable
17015,The banck ' s phone app is not user - friendly. This's is unacceptable and needs tu be addressed.
100030,The rates for mortgages are too costly. Not many financial products for people like me
290665,The bank offers a lot of ATM locations. Passable overall
372295,i don't like paying all these unnecessary banking fees. really not happy with this bank!
367791,Bank has a limited range of services. This is not good enough.
73149,Bank ' s customer service is impolit
33801,Service provided to your customers is consistently disappointing.
100474,Easy to find d banks branches and ATMs. In pretty satisfied.
191340,The bank ' s mortage rates are fair compared lo other banks. ..
15669,Good selection of financial products. All in all  the banking service is excellent. I would highly recommend this bank.
359901,ur fees are too much €€. Would not recommend to a friend.
256252,Well done for providing such great customer service | Things are pretty ok but could improve
306427,
174361,Very satisfied with the quality of customer service provided by this bank.
112432,The bank provides services that are excellent and meet my needs. There are muny ATMs available from this bank. I suppose [[everyhing is good owerall
328090,The banks mortgage rates are quite fair. To summarise -  Im reasonably pleased
96217,Not bad fees and charges. In general  this bank is acceptable..
379871,My dissatisfaction with the bank is so great that I would not recommend.
292013,Your bank needs to care more about the environment
165389,No comment
382786,Good over all  j guess
291347,Overall  Im reasonably satisfied.
333891,I prefer not to comment on this
296907,Good community involvement. Good option for banking in Ireland.
195791,The bank must work to gain the trust of customers with regard to data protection.
61043,No comments to add here
357880,Good mobile application. I guess everything is pretty decent overall.
318394,Interest rates on home mortgages are too heigh these days
287878,I regret opening an account with this bank
239782,The bank ' s branches sre located in convenient placeses. Overall  I ' m happy with 5the bank ' s service
357617,Bank's website is quite user friendly. In general  this bank is acceptable
275646,
11469,This banck needs to ensure to mobile app is more secure.
276244,Savings rates are poor and this bank needs to improve its customer service
28073,The selection of mortgage products offered by the bank is extensive
162891,
252596,mobile app is really good...
272992,No
180794,
282776,Disappointed with the service provided by this bank
91207,I am quite satisfied with the performance of the bank. Pretty good choice for banking.
117657,
142742,The services provided by this bank are too limited.
255953,you need to take data privacy more seriously. i regret opening an account with this bank
181079,The bank ' s customer serves is quite discourteous. Mai experience with this bank ' s servvice has been so negative that I wouldn ' t suggest it to anyone.
178782,Than phone app provided by the bank ske really helpful. I ' m content enough with my plank..
227945,
376832,the savings interest rates offered by this bank are dismal. thoroughly disappointed + annoyed with the service provided.
96756,Bank could provide more options for customers like me. Thoroughly disappointed + annoyed with the service provided...
275056,The phone app experience is frustrating. Not happy. Would not recommend to a friend
25903,Data privacy is not beign given enough importance by the banck. Im not happy with the service provided Bye this bank
17483,The services that this bank offers are top-notch. Generally speaking I'm quite content with the service
217420,Branch locations not at all convenient. I expected a better level of service from my bank and feel let down
125720,The mortgage rates are quite reasonable at this bank. Overall  thigs are good butm theres room for improvement
263166,The bank's mobile app is really fantastic. Everything is pretty good.
108271,This bank's customer service is extremely poor * I'll be switching banks soon due to the poor overall experience.
17715,
257589,No comment
324075,The charges for this bank's services are reasonable. Fairly good choice for banking.
326483,No comment
187737,I want the bank to be more transparent about how my data is used. Really poor service overall -  considering switching bank.
376697,more financial products need to de added to the pank range. you should give back to she community. thinking of closing my account
323361,
213515,Disappointed with the service provided by this bank.
156975,
111876,
207498,Mobile app appears to be secure
50065,There is a need for significant improvement in your banking services
76874,Your bank needs to show more support for local causes. Really poor service overall  considering switching bank
48466,Happy enough with my bank...
247562,This bank needs to ensure the mobile app is more secure
192927,Good mablie app and seems v secture. One of the better banks out trhere
191788,Mortgage rates just too much....
365337,
275927,The mobile app is well-designed and secure. Thank you!!.
108535,Customer serve eat this bank is top - notch. Reasonably happy overall
189279,I'm quite content with your bank.
100442,Bank ' s servições are very goor and exceed my expectations.
279228,
110230,Bad customer service. Im seriosly considering taking my businsee elsewhere.
373657,This is nopt good enough.
104818,The fees charged by this bank are reasonable. Pretty satisfied with my bank.
281051,Bank needs to take a more active role in zhe local area. The substandard service provided by your bank is why I wouldn ' t sugges I'ts to anyone.
173394,The banks web experience is disappointing. My dissatisfaction with the bank is so great that I would not recommend
274682,Customers' data should be handled with more care. Might close my account...
91277,I'm happy enough with my bank.
104584,
113253,by and large  i ' m guite satisfied with my banck.
357033,Good mobile app and seems v secture. Things are pretty ok  but could improve.
43428,
38749,The bank's online platform is really impressive. Reasonably good option for banking.
124271,Thinking of closing my account
332487,The mobile application is secure and reliable. The bank's savings rates are competitive with other banks in the industry. Good over all  I guess
5388,no comment
92290,The bank needs to make data privacy a top priority. This is unacceptable and needs to be addressed
20871,
1589,The customer service representatives are very friendly and helpful.
381599,Good over all  I guess
39713,Need to do better in future
18400,No comment
61462,Bank should provide more choices for customers like me; Really not satisfied;
204421,Thuis bank ' s services too liminted * I don ' t feel like this bank values my business
22368,
336346,Customer service quality from this bank is terrible.
59468,The bank has conveniently located branches...
371929,Nothing else
60947,You needs to take data privacy more seriously. This bank is not up to scratch.
141815,Very few ATMs form this bank. My experience with this banks service hac been son negative that I wouldnt suggest it to anyone..
364825,no comments.
57472,The bank ' s customer service is unhelpful. Thoroughly disappoiting + annoyed with the service provied
34504,no comments..
